epoch,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,val_precision,val_recall
0,1.380061388015747,0.24108777940273285,0.20087160170078278,1.334479570388794,0.530906617641449,0.47143125534057617,0.5400131940841675,0.530906617641449
1,1.3236297369003296,0.43525460362434387,0.4097417891025543,1.2984251976013184,0.6616300344467163,0.6511803865432739,0.7808441519737244,0.6616300344467163
2,1.2897148132324219,0.5352601408958435,0.5320175886154175,1.2675530910491943,0.7106227278709412,0.7117312550544739,0.8105555176734924,0.7106227278709412
3,1.226239800453186,0.6936392784118652,0.6986409425735474,1.2365505695343018,0.7447344064712524,0.744924783706665,0.8352272510528564,0.7447344064712524
4,1.2069183588027954,0.7322866320610046,0.7423386573791504,1.204864263534546,0.72550368309021,0.7246774435043335,0.8354166746139526,0.72550368309021
5,1.1705970764160156,0.7616747617721558,0.7701688408851624,1.1757073402404785,0.7433607578277588,0.7393274307250977,0.8444293737411499,0.7433607578277588
6,1.1170494556427002,0.8792270421981812,0.885411262512207,1.1475176811218262,0.8427197933197021,0.8460941314697266,0.8877192735671997,0.8427197933197021
7,1.0720069408416748,0.8667472004890442,0.8695225715637207,1.1243700981140137,0.8619505167007446,0.8654923439025879,0.8972222208976746,0.8619505167007446
8,1.0801994800567627,0.8574879169464111,0.8631636500358582,1.103560447692871,0.8619505167007446,0.8654923439025879,0.8972222208976746,0.8619505167007446
9,1.009914755821228,0.9194847345352173,0.9240065217018127,1.0807229280471802,0.8811812996864319,0.8842569589614868,0.9078431129455566,0.8811812996864319
10,1.0332809686660767,0.8945249915122986,0.8967252969741821,1.0593185424804688,0.8811812996864319,0.8842569589614868,0.9078431129455566,0.8811812996864319
11,0.9940589666366577,0.9271336793899536,0.9303603172302246,1.0477283000946045,0.8603479862213135,0.862500011920929,0.8943014740943909,0.8603479862213135
12,0.9666584134101868,0.9102254509925842,0.9136558175086975,1.0365211963653564,0.8811812996864319,0.8842569589614868,0.90625,0.8811812996864319
13,0.9816364049911499,0.9303542971611023,0.9351555109024048,1.026155710220337,0.9020146131515503,0.9047152400016785,0.9197916984558105,0.9020146131515503
14,0.9421054720878601,0.9287439584732056,0.9319481253623962,1.0202527046203613,0.9404761791229248,0.9421514272689819,0.9488095045089722,0.9404761791229248
15,1.0185245275497437,0.9025765061378479,0.9052431583404541,1.0154303312301636,0.9196428656578064,0.9216930866241455,0.9352678656578064,0.9196428656578064
16,0.9811676144599915,0.9412238597869873,0.9442054033279419,1.0075569152832031,0.9404761791229248,0.9421514272689819,0.9488095045089722,0.9404761791229248
17,0.9528995752334595,0.9009661674499512,0.9065401554107666,1.0073473453521729,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
18,0.9467514157295227,0.9070048332214355,0.9107114672660828,1.0066518783569336,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
19,0.9531933069229126,0.9412238597869873,0.9448473453521729,1.0094213485717773,0.9375,0.9400922060012817,0.9558823704719543,0.9375
20,0.8902801275253296,0.9347826242446899,0.937047004699707,0.9649847745895386,0.9375,0.9400922060012817,0.9558823704719543,0.9375
21,0.8655555844306946,0.95652174949646,0.9587953090667725,0.9247957468032837,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
22,0.832968533039093,0.97826087474823,0.9797078371047974,0.8843981027603149,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
23,0.7634826898574829,1.0,1.0,0.8592120409011841,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
24,0.7343757748603821,0.967391312122345,0.9693922996520996,0.8351619839668274,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
25,0.7100850939750671,0.989130437374115,0.9898989796638489,0.8166162371635437,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
26,0.6735641360282898,1.0,1.0,0.8114258050918579,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
27,0.7713466882705688,0.9597423672676086,0.961759090423584,0.7992064356803894,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
28,0.7267807722091675,1.0,1.0,0.804093062877655,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
29,0.6761053204536438,0.989130437374115,0.9902071356773376,0.7993117570877075,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
