epoch,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,val_precision,val_recall
0,1.3386001586914062,0.45259889960289,0.44505631923675537,1.3304511308670044,0.559374988079071,0.5560184717178345,0.5871449708938599,0.559374988079071
1,1.2720794677734375,0.7810921669006348,0.7823529839515686,1.289629340171814,0.7406250238418579,0.7372430562973022,0.7476190328598022,0.7406250238418579
2,1.2349472045898438,0.7482901811599731,0.7461743354797363,1.2474896907806396,0.8395833373069763,0.8336368799209595,0.8336067199707031,0.8395833373069763
3,1.1847915649414062,0.8816025257110596,0.8829593062400818,1.2063922882080078,0.9041666984558105,0.9002426862716675,0.9056203961372375,0.9041666984558105
4,1.1457939147949219,0.8932291865348816,0.8936131000518799,1.170074462890625,0.9364583492279053,0.9343750476837158,0.9360644221305847,0.9364583492279053
5,1.1141586303710938,0.8784722089767456,0.8823341131210327,1.136970043182373,0.9364583492279053,0.9343750476837158,0.9360644221305847,0.9364583492279053
6,1.076995849609375,0.8957806825637817,0.8978080749511719,1.106272578239441,0.9364583492279053,0.9343750476837158,0.9360644221305847,0.9364583492279053
7,1.0364532470703125,0.9375,0.9400306940078735,1.0798696279525757,0.9520833492279053,0.9510752558708191,0.9510416984558105,0.9520833492279053
8,0.9989852905273438,0.9351851940155029,0.9372824430465698,1.0528488159179688,0.9677083492279053,0.9676897525787354,0.96875,0.9677083492279053
9,0.9673404693603516,0.9722222089767456,0.974291980266571,1.0314524173736572,0.9677083492279053,0.9676897525787354,0.96875,0.9677083492279053
10,0.9281635284423828,0.9814814925193787,0.9828088283538818,1.0131113529205322,0.9833333492279053,0.9838035702705383,0.9852941036224365,0.9833333492279053
11,0.9106884002685547,0.9814814925193787,0.9828070998191833,0.9993700981140137,0.9833333492279053,0.9838035702705383,0.9852941036224365,0.9833333492279053
12,0.9105548858642578,0.9366319179534912,0.9382760524749756,0.9844987988471985,0.9833333492279053,0.9838035702705383,0.9852941036224365,0.9833333492279053
