epoch,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,val_precision,val_recall
0,1.3507498502731323,0.37738287448883057,0.37546056509017944,1.3541769981384277,0.35164836049079895,0.323369562625885,0.41979166865348816,0.35164836049079895
1,1.2744672298431396,0.6637974977493286,0.6641973853111267,1.2816177606582642,0.7222985029220581,0.7274123430252075,0.7732684016227722,0.7222985029220581
2,1.194089651107788,0.903546154499054,0.9052872657775879,1.209403395652771,0.8603479862213135,0.8643704652786255,0.8835470080375671,0.8603479862213135
3,1.110474944114685,0.9166666865348816,0.9185245633125305,1.1387876272201538,0.9404761791229248,0.9415292739868164,0.9439394474029541,0.9404761791229248
4,1.0355726480484009,0.9558823108673096,0.9573276042938232,1.0728737115859985,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
5,0.9778721928596497,0.9612219929695129,0.9621696472167969,1.0028585195541382,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
6,0.888666033744812,0.9763655662536621,0.9765855073928833,0.936550498008728,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
7,0.8300603628158569,0.9901961088180542,0.9904940128326416,0.8731980323791504,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
8,0.7586953043937683,0.9712982177734375,0.9720255136489868,0.8092747330665588,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
9,0.7102975249290466,0.9806644916534424,0.9811418056488037,0.747323751449585,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
10,0.6612130999565125,0.9757625460624695,0.9762398600578308,0.6952577829360962,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
11,0.577125072479248,0.9901961088180542,0.9906140565872192,0.649254322052002,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
12,0.5334674119949341,1.0,1.0,0.5943077802658081,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
13,0.48052629828453064,0.9806644916534424,0.9810833930969238,0.5513392686843872,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
14,0.4740249812602997,0.9904683828353882,0.9905487298965454,0.5113602876663208,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
15,0.3971971571445465,1.0,1.0,0.47939711809158325,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
16,0.3779755234718323,1.0,1.0,0.454969584941864,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
17,0.36818021535873413,0.9901961088180542,0.9906140565872192,0.4262855052947998,1.0,1.0,1.0,1.0
18,0.34335872530937195,0.9906337857246399,0.9906332492828369,0.40458112955093384,1.0,1.0,1.0,1.0
19,0.3093961775302887,1.0,1.0,0.38493311405181885,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
20,0.3117990493774414,0.9950980544090271,0.9953123331069946,0.37117335200309753,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
21,0.2965357303619385,1.0,1.0,0.3525017499923706,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
22,0.2739644944667816,0.9950980544090271,0.9950975179672241,0.33828139305114746,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
23,0.25478890538215637,0.9950980544090271,0.9953123331069946,0.32720184326171875,1.0,1.0,1.0,1.0
24,0.26111337542533875,0.9953703880310059,0.9952363967895508,0.31566932797431946,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
25,0.2514057159423828,1.0,1.0,0.30085667967796326,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
26,0.2199905812740326,1.0,1.0,0.2924696207046509,1.0,1.0,1.0,1.0
27,0.21446914970874786,1.0,1.0,0.28319698572158813,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
28,0.21644242107868195,0.9901961088180542,0.9906140565872192,0.2764361798763275,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
29,0.22421741485595703,0.9955357313156128,0.9953205585479736,0.2690044939517975,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
30,0.192999929189682,1.0,1.0,0.26275402307510376,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
31,0.20264872908592224,0.9950980544090271,0.9953123331069946,0.2596728205680847,1.0,1.0,1.0,1.0
32,0.19783234596252441,0.9950980544090271,0.9953123331069946,0.2499011754989624,1.0,1.0,1.0,1.0
33,0.1860528290271759,0.9950980544090271,0.9953123331069946,0.24924235045909882,1.0,1.0,1.0,1.0
34,0.18729209899902344,1.0,1.0,0.23757503926753998,1.0,1.0,1.0,1.0
35,0.19210968911647797,0.9955357313156128,0.9953205585479736,0.2164340615272522,0.9791666865348816,0.9805097579956055,0.9833333492279053,0.9791666865348816
36,0.157235786318779,0.9950980544090271,0.9953123331069946,0.19915983080863953,1.0,1.0,1.0,1.0
37,0.14151673018932343,1.0,1.0,0.18137098848819733,1.0,1.0,1.0,1.0
38,0.14664824306964874,0.9906337857246399,0.9906337857246399,0.1639334261417389,1.0,1.0,1.0,1.0
39,0.1262960582971573,0.9907407760620117,0.9906434416770935,0.15203514695167542,1.0,1.0,1.0,1.0
40,0.12182958424091339,1.0,1.0,0.1463702917098999,1.0,1.0,1.0,1.0
41,0.13084596395492554,0.9950980544090271,0.9953123331069946,0.14167943596839905,1.0,1.0,1.0,1.0
42,0.10402172803878784,0.9906337857246399,0.9906337857246399,0.13665825128555298,1.0,1.0,1.0,1.0
43,0.10238776355981827,1.0,1.0,0.13205203413963318,1.0,1.0,1.0,1.0
44,0.10081832855939865,1.0,1.0,0.1290452927350998,1.0,1.0,1.0,1.0
45,0.08917321264743805,1.0,1.0,0.1258266568183899,1.0,1.0,1.0,1.0
46,0.07805163413286209,1.0,1.0,0.12442360818386078,1.0,1.0,1.0,1.0
47,0.09071952104568481,1.0,1.0,0.1233130395412445,1.0,1.0,1.0,1.0
48,0.10081245750188828,0.9906337857246399,0.9907668828964233,0.11844031512737274,1.0,1.0,1.0,1.0
49,0.08599290996789932,0.9950980544090271,0.9953123331069946,0.11762923002243042,1.0,1.0,1.0,1.0
