timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-31T12:38:26,20250731_1238_model-efficientnet_b2_lr-5e-05_bs-32,888a2c74-0962-411f-8361-bad96d4670b9,21.597418308258057,0.0006716142685629265,3.109696997006934e-05,42.5,58.394,188.90841579437256,0.0002549246109194226,0.0005084335487616062,0.0011321598893059702,0.001895518048986999,Germany,DEU,north rhine-westphalia,,,Linux-5.15.0-1081-nvidia-x86_64-with-glibc2.35,3.12.11,2.2.2,80,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1,1 x Tesla V100-SXM2-16GB,7.4698,51.4978,503.75577545166016,machine,N
