timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-31T13:17:56,20250731_1317_model-efficientnet_b2_lr-5e-05_bs-32,50a92c7e-0048-413a-bf8f-c89d194f735d,22.300284385681152,0.0006366506824105999,2.854899387827487e-05,42.5,58.876000000000005,188.90841579437256,0.0002632231854730182,0.00036448500629345583,0.001169131029638652,0.0017968392214051257,Germany,DEU,north rhine-westphalia,,,Linux-5.15.0-1081-nvidia-x86_64-with-glibc2.35,3.12.11,2.2.2,80,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1,1 x Tesla V100-SXM2-16GB,7.4698,51.4978,503.75577545166016,machine,N
