timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-31T15:02:29,20250731_1501_model-efficientnet_b2_bs-32,c45264af-e944-4995-a9a2-a9a3af91b84d,39.70803141593933,0.0012614129220368789,3.1767198651165846e-05,42.5,69.471,188.90841579437256,0.0004687045708298684,0.0010093713149512476,0.0020820494314824616,0.0035601253172635773,Germany,DEU,north rhine-westphalia,,,Linux-5.15.0-1081-nvidia-x86_64-with-glibc2.35,3.12.11,2.2.2,80,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1,1 x Tesla V100-SXM2-16GB,7.4698,51.4978,503.75577545166016,machine,N
