epoch,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,val_precision,val_recall
0,1.3722000122070312,0.318132609128952,0.2815476357936859,1.379792332649231,0.10989011824131012,0.10555555671453476,0.13846154510974884,0.10989011824131012
1,1.3155959844589233,0.6033371686935425,0.5965766906738281,1.3481659889221191,0.31593406200408936,0.29467636346817017,0.37535613775253296,0.31593406200408936
2,1.2799911499023438,0.729773998260498,0.7278769612312317,1.314729928970337,0.5235805511474609,0.49523812532424927,0.5737179517745972,0.5235805511474609
3,1.234187364578247,0.7949219942092896,0.7939435243606567,1.2764558792114258,0.6792582273483276,0.6657766103744507,0.7562500238418579,0.6792582273483276
4,1.204010009765625,0.8581265211105347,0.8605107665061951,1.2415134906768799,0.759386420249939,0.7562801837921143,0.813095211982727,0.759386420249939
5,1.148542046546936,0.8884863257408142,0.8920984864234924,1.2112263441085815,0.7994505167007446,0.8004601001739502,0.8410714268684387,0.7994505167007446
6,1.1098556518554688,0.9009661674499512,0.9033405780792236,1.185580849647522,0.8779761791229248,0.8754181265830994,0.8920693397521973,0.8779761791229248
7,1.1073195934295654,0.9303542971611023,0.9323036670684814,1.1614141464233398,0.8779761791229248,0.8754181265830994,0.8920693397521973,0.8779761791229248
8,1.0994911193847656,0.9162641167640686,0.91972416639328,1.1382380723953247,0.898809552192688,0.8978836536407471,0.907490074634552,0.898809552192688
9,1.0634247064590454,0.9504830837249756,0.9531058073043823,1.1186914443969727,0.8809524178504944,0.8795155882835388,0.8888888955116272,0.8809524178504944
10,1.009355902671814,0.9504830837249756,0.9532560110092163,1.1004124879837036,0.9196428656578064,0.9194241762161255,0.9238095283508301,0.9196428656578064
11,1.0328521728515625,0.9060330986976624,0.9075711965560913,1.088797688484192,0.9196428656578064,0.9194241762161255,0.9238095283508301,0.9196428656578064
12,0.9628437161445618,0.9712505340576172,0.9721835851669312,1.077705979347229,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
13,0.9715641140937805,0.9178743958473206,0.92147296667099,1.0662460327148438,0.9375,0.938359797000885,0.9508928656578064,0.9375
14,1.0007518529891968,0.9319645762443542,0.9355707168579102,1.0577054023742676,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
15,0.9709709286689758,0.9303542375564575,0.9339076280593872,1.0536510944366455,0.9375,0.9400922060012817,0.9558823704719543,0.9375
16,0.9469486474990845,0.9581320285797119,0.9604460000991821,1.0522090196609497,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
17,0.9312297701835632,0.95652174949646,0.958949089050293,1.047926664352417,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
18,0.9370338320732117,1.0,1.0,1.0421689748764038,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
19,0.9224929809570312,1.0,1.0,1.0412745475769043,0.9583333134651184,0.9606060981750488,0.96875,0.9583333134651184
