timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-31T13:27:36,20250731_1327_model-efficientnet_b2_lr-5e-05,d03a64ee-0f17-46e3-85a5-9ec66e2f3dfa,22.596814155578613,0.0007180428354863924,3.177628627392702e-05,42.5,58.876000000000005,188.90841579437256,0.00026672667066256206,0.0005751451772194439,0.0011846830040906412,0.0020265548519726472,Germany,DEU,north rhine-westphalia,,,Linux-5.15.0-1081-nvidia-x86_64-with-glibc2.35,3.12.11,2.2.2,80,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1,1 x Tesla V100-SXM2-16GB,7.4698,51.4978,503.75577545166016,machine,N
